Computational Materials Dataset — 5000 Entries  |  Perovskites · Double Perovskites · Halides · Hydrides · Heuslers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Material_ID,Formula,Material_Type,SG_num,Crystal_System,a_Ang,b_Ang,c_Ang,V0_Ang3,N_atoms,M_avg_amu,chi_avg,r_avg_Ang,VEC,Var_M,Tm_K,XC_functional,Ecut_eV,kpoints,Etot_eVatom,Ecoh_eVatom,B0_GPa,B0prime,NE_Fermi,Eg_eV,q_Bader,omega_D_THz,ZPE_eVatom,FC_max_eVA2,omega_ac_THz,gamma_Gruneisen,theta_D_K,alpha_1e-5K,Cv_JmolK,Cp_JmolK,S_JmolK,Fvib_eVatom,BT_GPa,Fph_eVatom,DOI number
MAT-00948,LiCoTe3,Perovskite,215,Cubic,4.1103,4.1103,4.1103,69.442,5,55.5666,1.8008,1.3761,3.0928,1157.6493,2398.7469,HSE06,800,6x6x6,-10.4162,5.677,204.7883,4.6721,12.2758,0.1227,1.3953,22.1902,0.1389,41.4585,0.7807,2.2413,1062.91,15.8983,64.5755,65.3175,117.1942,-0.1683,205.7481,-0.1424,10.1000/SciData.2024.PER00948
MAT-00949,GdGeTe3,Perovskite,207,Cubic,3.9169,3.9169,3.9169,60.093,5,75.2837,2.0136,1.4827,5.3893,873.7652,1319.0919,PBEsol,500,4x4x4,-4.2598,0.5652,215.6646,4.7823,4.9621,0,1.5661,5.3014,0.199,54.6055,6.822,3.4737,253.94,14.5584,72.947,76.5258,172.0232,-0.1497,211.7411,-0.018,10.1000/JChemPhys.2024.PER00949
MAT-00950,KHfTe3,Perovskite,89,Tetragonal,3.7341,4.4661,6.1493,102.551,5,74.4739,2.7359,1.4383,4.7567,949.5536,1384.8121,HSE06,400,10x10x10,-7.699,1.8458,197.2664,4.6526,14.1437,0.1475,1.8936,11.8994,0.2454,39.6588,3.1186,1.8474,569.98,26.3012,34.0979,35.2862,192.8985,-0.0871,199.9042,-0.1113,10.1000/JMaterSci.2024.PER00950
MAT-00951,SmVTe3,Perovskite,138,Tetragonal,4.1097,3.6821,10.7338,162.427,5,57.4245,1.6721,1.5915,3.0836,272.763,1419.8251,SCAN,800,6x6x6,-2.2206,1.2112,248.8404,4.6863,11.1474,0,1.0821,7.3677,0.0957,49.5781,0.7655,2.8472,352.91,8.6244,84.5512,88.0012,136.1746,-0.0775,244.5917,-0.2986,10.1000/JPhysChemC.2024.PER00951
MAT-00952,NaZrS3,Perovskite,98,Tetragonal,4.013,4.2994,11.6113,200.335,5,66.7473,2.5317,1.2101,3.2473,767.1419,2606.2963,SCAN,650,8x8x4,-4.5667,0.5606,176.2698,3.8549,1.9442,2.4482,-1.0133,12.4294,0.0846,63.9294,6.7928,3.2973,595.37,6.2838,55.2567,55.5953,63.1835,-0.1216,175.4937,-0.1306,10.1000/npjComputMater.2024.PER00952
MAT-00953,LaGeN3,Perovskite,195,Cubic,4.2035,4.2035,4.2035,74.273,5,44.1675,2.7202,1.1212,5.945,1666.553,886.6,PBE+U,500,10x10x10,-4.0143,1.8527,131.6417,5.9786,5.029,1.7713,2.4566,8.2194,0.1775,65.0145,2.1234,1.0045,393.71,16.7618,70.9371,75.0418,69.0975,-0.047,135.7994,-0.0961,10.1000/JPhysChemC.2024.PER00953
MAT-00954,PbRuTe3,Perovskite,22,Orthorhombic,3.7046,3.6785,12.9792,176.872,5,91.3764,2.3148,1.5507,3.1189,1941.9691,2109.3551,PBE,520,6x6x4,-7.1507,0.9258,235.5808,6.2282,11.5708,3.817,-0.0744,24.6303,0.0916,32.792,7.8101,2.6039,1179.79,26.4362,89.8979,92.6265,68.054,-0.0542,235.5997,-0.1799,10.1000/JPhysChemC.2024.PER00954
MAT-00955,CsCoN3,Perovskite,215,Cubic,4.0248,4.0248,4.0248,65.198,5,40.6712,1.5596,1.4082,5.3833,1251.1887,1180.8166,PBE,600,8x8x4,-4.3168,1.1517,161.3271,5.1806,10.6821,0,0.1633,15.829,0.2232,20.961,1.5131,0.9643,758.21,21.9233,91.0478,94.5307,195.7615,-0.0946,159.212,-0.3003,10.1000/JChemPhys.2024.PER00955
MAT-00956,RbMoSe3,Perovskite,58,Orthorhombic,4.1,4.2082,8.6191,148.711,5,76.8822,2.0416,1.275,4.9022,1919.2898,2426.8115,PBE,700,12x12x12,-3.4227,2.3165,141.5674,4.4146,12.187,0,2.3775,23.4412,0.0455,26.6357,6.1992,2.9769,1122.83,15.3759,11.4493,14.0084,25.6064,-0.2184,143.136,-0.3475,10.1000/JChemPhys.2024.PER00956
MAT-00957,NaWN3,Perovskite,208,Cubic,4.1275,4.1275,4.1275,70.317,5,83.497,2.0586,1.2861,5.744,1472.2925,2577.7991,SCAN,520,8x8x8,-2.4539,1.2445,198.928,4.2883,13.7921,1.856,0.188,8.2568,0.2494,12.6657,5.0866,2.9278,395.5,23.7088,49.7658,50.0812,171.3849,-0.0672,196.3018,-0.2672,10.1000/PhysRevB.2024.PER00957
MAT-00958,SmZrN3,Perovskite,40,Orthorhombic,4.0076,3.7027,11.3492,168.41,5,104.547,1.9007,1.562,5.4026,1873.9985,2738.3074,LDA,500,6x6x6,-2.8436,1.0904,144.93,4.934,8.5042,0,-1.0088,18.9591,0.1293,39.1655,4.8608,1.1637,908.14,6.4007,26.2616,31.0261,159.1742,-0.1465,146.5246,-0.1465,10.1000/ActaMater.2024.PER00958
MAT-00959,SrTiS3,Perovskite,219,Cubic,3.8574,3.8574,3.8574,57.396,5,46.0625,2.2214,1.2315,5.6204,742.922,1945.723,LDA,700,8x8x4,-2.4925,2.9694,228.5806,3.6331,10.0908,1.8904,-0.9833,4.4035,0.1722,12.7109,1.4658,1.9855,210.93,13.8436,92.2343,93.6874,92.1683,-0.0948,231.8508,-0.2638,10.1000/JAlloyComp.2024.PER00959
MAT-00960,SrFeTe3,Perovskite,114,Tetragonal,4.0786,4.1618,6.5895,111.852,5,48.3035,2.3873,1.234,3.9548,1516.4169,1121.6179,PBE+U,500,8x8x8,-3.2152,5.1335,169.2158,4.4528,4.88,1.0867,2.4494,17.0278,0.1777,9.1343,1.2873,1.595,815.63,25.3393,91.9602,92.9962,148.5554,-0.0465,173.0048,-0.2211,10.1000/JPhysChemC.2024.PER00960
MAT-00961,GdCoN3,Perovskite,226,Cubic,3.8553,3.8553,3.8553,57.303,5,106.9399,1.8596,1.2263,3.617,1424.8316,1014.3687,HSE06,600,8x8x8,-6.9503,6.2921,268.7379,6.2171,11.9884,2.5681,0.9322,22.2556,0.1476,20.5401,7.4388,2.1559,1066.04,27.2786,45.3831,47.1281,157.8784,-0.116,268.1351,-0.0574,10.1000/ChemMater.2024.PER00961
MAT-00962,LaNiO3,Perovskite,122,Tetragonal,4.0099,3.6115,10.1775,147.388,5,44.421,2.1254,1.196,3.726,2453.575,1026.9586,HSE06,700,10x10x10,-10.0496,6.112,207.489,4.1042,7.976,3.4097,1.6621,19.5621,0.0935,67.9454,7.7157,2.0799,937.02,19.7433,42.8063,44.6413,104.5489,-0.2428,209.383,-0.3354,10.1000/JPhysChemC.2024.PER00962
MAT-00963,CaVSe3,Perovskite,103,Tetragonal,3.7031,3.9955,4.5031,66.627,5,79.3707,2.1765,1.1686,3.738,256.2401,1987.9062,SCAN,500,10x10x10,-5.7017,2.7415,222.5969,3.5652,5.1424,1.3179,-0.2005,9.6522,0.2393,17.342,2.5254,3.0475,462.34,27.7921,52.1457,54.8919,29.5145,-0.0657,223.5425,-0.2132,10.1000/SciData.2024.PER00963
MAT-00964,NdMoN3,Perovskite,213,Cubic,3.8815,3.8815,3.8815,58.479,5,71.064,2.4559,1.1404,4.5204,279.6675,2344.5059,PBE,800,10x10x10,-7.2391,3.2436,260.6775,4.5811,7.9872,0.9496,-0.1479,10.2783,0.065,30.8911,6.5879,1.4634,492.33,24.7274,87.5181,90.8831,25.5231,-0.1373,264.009,-0.2573,10.1000/npjComputMater.2024.PER00964
MAT-00965,BaHfSe3,Perovskite,228,Cubic,3.8697,3.8697,3.8697,57.947,5,62.4964,2.05,1.1351,3.7131,1687.9506,1744.9685,PBE+U,400,12x12x12,-9.0446,1.2759,266.1758,4.098,4.8005,1.113,0.5902,3.5254,0.2166,70.8107,2.8876,2.8933,168.87,18.1909,86.09,87.5471,129.8424,-0.2789,261.2703,-0.0589,10.1000/JPhysChemC.2024.PER00965
MAT-00966,PrTiN3,Perovskite,227,Cubic,3.8767,3.8767,3.8767,58.262,5,71.1788,1.8013,1.5384,4.1536,611.9731,2015.9858,PBE,600,6x6x4,-5.272,6.2553,132.138,5.7644,2.3001,0.9246,-0.2498,20.3164,0.0833,60.5052,4.0384,3.1879,973.16,11.0949,94.1114,96.2078,150.7224,-0.2434,132.4459,-0.279,10.1000/ChemMater.2024.PER00966
MAT-00967,GdFeSe3,Perovskite,85,Tetragonal,3.7076,3.9935,5.387,79.762,5,107.101,2.5512,1.4698,4.36,795.9411,1448.7261,PBE,400,6x6x4,-3.8872,1.6245,190.3777,3.5136,2.3213,0.9196,0.3437,2.4277,0.1128,13.3369,1.3082,2.724,116.29,29.9852,27.5033,28.7283,73.3553,-0.0723,190.4366,-0.1774,10.1000/JChemPhys.2024.PER00967
MAT-00968,BaRuS3,Perovskite,80,Tetragonal,4.0279,4.4436,4.1206,73.752,5,51.0541,1.9967,1.344,3.3418,2254.2902,2155.7178,SCAN,520,8x8x8,-2.592,3.5752,266.4487,6.059,11.1829,0,-0.058,17.119,0.2391,62.3007,5.8206,1.3991,820,25.0183,45.0698,48.2278,141.9909,-0.1506,263.1046,-0.128,10.1000/ChemMater.2024.PER00968
MAT-00969,SmCrTe3,Perovskite,67,Orthorhombic,3.8483,3.8388,4.9665,73.369,5,83.396,1.6526,1.2726,5.6686,1242.0519,2589.0094,PBEsol,500,6x6x6,-10.2117,5.0535,178.5434,4.5603,14.513,0,-0.4515,20.9094,0.1336,68.1599,1.8728,2.5109,1001.56,3.839,82.4964,83.7511,96.9636,-0.1098,178.3255,-0.0962,10.1000/JPhysChemC.2024.PER00969
MAT-00970,SmNbSe3,Perovskite,22,Orthorhombic,4.1129,3.7174,10.9159,166.896,5,69.6438,2.2771,1.2083,4.2693,2079.4706,2652.5227,PBE,400,10x10x10,-11.2109,3.1558,220.0178,4.0792,10.6154,4.2241,-0.8545,24.4843,0.0647,8.9535,6.8266,1.3461,1172.8,1.2084,59.327,64.1762,68.1496,-0.1815,217.3895,-0.1824,10.1000/JPhysChemC.2024.PER00970
MAT-00971,CaHfTe3,Perovskite,126,Tetragonal,3.8937,4.1322,8.1978,131.899,5,105.0241,2.371,1.4413,4.4594,897.2337,1427.9265,SCAN,650,6x6x4,-10.6757,2.7342,118.3822,3.8914,3.846,2.268,0.6401,20.1722,0.0717,64.3748,0.6166,3.492,966.25,15.7497,52.8299,56.1176,105.5317,-0.1817,117.092,-0.0186,10.1000/JChemPhys.2024.PER00971
MAT-00972,KNbN3,Perovskite,125,Tetragonal,4.2169,4.0522,11.4954,196.43,5,50.4363,2.1883,1.3251,3.9746,2312.4119,2464.9865,PBE,500,6x6x6,-8.2378,5.0409,207.0434,3.8257,12.8697,4.0819,-1.3849,20.8189,0.1819,11.6345,1.6025,2.0215,997.23,9.3463,88.0563,89.1012,95.0744,-0.2245,203.3152,-0.2987,10.1000/PhysRevB.2024.PER00972
MAT-00973,PbZrO3,Perovskite,28,Orthorhombic,4.216,4.244,12.211,218.488,5,68.3696,1.8125,1.1132,4.4855,291.3752,808.55,PBEsol,600,6x6x4,-6.4022,3.9411,112.9652,5.6715,6.0554,2.7212,1.3206,10.4172,0.0425,28.2493,0.5568,2.0486,498.98,22.3392,80.6273,81.8646,39.0158,-0.2462,117.8023,-0.2783,10.1000/JAlloyComp.2024.PER00973
MAT-00974,NdMnTe3,Perovskite,70,Orthorhombic,3.9576,3.6681,11.0618,160.583,5,71.3943,1.6136,1.3365,5.1398,1287.9871,2737.2655,PBEsol,400,8x8x8,-2.5949,5.3683,182.9614,4.6048,11.6854,3.9225,0.5234,14.3996,0.1397,65.2759,7.3893,1.6627,689.74,19.4367,66.5568,71.0055,100.4981,-0.2449,179.9923,-0.38,10.1000/JChemPhys.2024.PER00974
MAT-00975,BaCrTe3,Perovskite,202,Cubic,3.7604,3.7604,3.7604,53.174,5,61.0854,1.6333,1.5355,4.0861,1047.4748,2315.0127,PBEsol,700,6x6x4,-4.8482,5.4345,140.2675,4.5805,7.4283,0,-0.2111,11.7328,0.1536,31.223,3.981,2.1398,562,1.2229,24.7284,27.4811,20.4771,-0.0958,144.3221,-0.1057,10.1000/JChemPhys.2024.PER00975
MAT-00976,RbCrO3,Perovskite,106,Tetragonal,3.8885,4.0049,9.7866,152.407,5,87.6306,2.7707,1.3465,3.7486,1033.0412,2644.8859,PBE+U,800,8x8x4,-3.3575,4.8445,206.5419,6.3963,7.7678,0,2.2996,22.3755,0.2139,75.432,4.4415,2.8056,1071.79,16.8824,79.8635,83.7059,156.5128,-0.1757,209.5048,-0.0582,10.1000/ActaMater.2024.PER00976
MAT-00977,CaCoO3,Perovskite,222,Cubic,4.0818,4.0818,4.0818,68.007,5,71.8257,2.6092,1.4892,4.4088,1533.6988,2171.6505,HSE06,700,12x12x12,-9.0731,5.8241,142.2074,6.311,6.3299,3.0974,2.1535,12.8259,0.0585,59.966,0.8441,1.1076,614.36,28.2597,56.586,57.9912,106.4737,-0.1323,143.5966,-0.2642,10.1000/ChemMater.2024.PER00977
MAT-00978,SmVSe3,Perovskite,226,Cubic,3.9324,3.9324,3.9324,60.81,5,78.4834,2.3147,1.5607,4.1768,2211.7806,2786.4363,PBE+U,650,6x6x4,-5.9563,5.9219,85.4569,3.6602,3.3587,1.5255,1.2046,20.622,0.0399,32.2803,2.2905,3.4052,987.79,20.6328,52.8075,57.133,116.7792,-0.0357,82.845,-0.3893,10.1000/ChemMater.2024.PER00978
MAT-00979,PrMoTe3,Perovskite,198,Cubic,3.9572,3.9572,3.9572,61.968,5,54.2994,2.5865,1.3665,3.866,1979.22,1853.7708,HSE06,650,8x8x8,-2.0478,4.4541,116.158,6.0645,11.5161,2.2626,0.5117,2.2238,0.1733,12.5558,7.711,1.473,106.52,11.3363,59.6403,62.2031,137.9266,-0.0728,118.7344,-0.0458,10.1000/SciData.2024.PER00979
MAT-00980,SrFeTe3,Perovskite,89,Tetragonal,3.9819,4.0808,11.8415,192.417,5,59.7632,1.8197,1.1046,5.2154,1781.447,1353.4406,SCAN,520,10x10x10,-7.1214,1.6609,88.5062,5.8802,14.2755,0.5846,1.6074,21.5867,0.2479,60.5608,4.7549,2.987,1034,17.1336,48.9264,49.1857,135.7365,-0.0397,90.4377,-0.2424,10.1000/ActaMater.2024.PER00980
MAT-00981,CaHfSe3,Perovskite,28,Orthorhombic,4.0701,4.3317,10.831,190.955,5,74.3825,1.9702,1.2984,5.7237,590.6635,2525.9592,HSE06,500,12x12x12,-7.5166,4.9006,276.1779,5.6881,11.7017,0.8788,1.6576,2.8987,0.0829,22.2282,5.7394,2.645,138.85,9.2625,81.4188,83.0457,81.7283,-0.1843,278.6238,-0.3954,10.1000/ComputMaterSci.2024.PER00981
MAT-00982,LaGeSe3,Perovskite,70,Orthorhombic,4.2439,4.2228,9.1967,164.815,5,56.6132,2.5212,1.5364,4.5046,872.6599,1561.1067,SCAN,600,6x6x6,-4.8781,2.553,141.1831,5.9637,7.2235,1.8731,1.0158,23.8029,0.1226,17.776,4.6244,2.141,1140.16,23.5862,87.418,91.0098,194.8618,-0.2219,138.5751,-0.2864,10.1000/npjComputMater.2024.PER00982
MAT-00983,SmWTe3,Perovskite,121,Tetragonal,4.1025,3.8093,4.6134,72.097,5,108.4406,1.909,1.2112,4.0762,564.3778,871.5356,PBEsol,650,6x6x6,-3.8898,3.1138,147.5726,5.7103,11.1678,1.3742,1.656,23.1257,0.1347,12.7965,0.79,1.3047,1107.72,24.9617,61.6915,62.4781,43.8745,-0.0415,147.7729,-0.333,10.1000/npjComputMater.2024.PER00983
MAT-00984,SmWO3,Perovskite,46,Orthorhombic,4.238,4.2487,8.1955,147.568,5,72.5546,2.3744,1.2692,5.9997,2004.4755,2081.9197,PBEsol,500,12x12x12,-2.0392,0.5647,217.4905,3.5685,11.8829,0,-0.6624,17.7588,0.1358,28.9003,2.2351,2.8972,850.65,5.544,24.2849,26.5504,41.4698,-0.114,222.4102,-0.1083,10.1000/JChemPhys.2024.PER00984
MAT-00985,SrRuTe3,Perovskite,113,Tetragonal,4.0619,3.9552,12.8895,207.078,5,101.596,2.5668,1.215,3.3707,609.2645,1317.3782,PBE+U,400,4x4x4,-3.1158,1.6112,96.3398,4.1798,13.3783,0,2.3326,7.101,0.0877,65.0077,7.777,2.5541,340.14,13.5562,70.7122,74.6356,40.2781,-0.1738,99.9128,-0.1249,10.1000/JMaterSci.2024.PER00985
MAT-00986,PrFeSe3,Perovskite,26,Orthorhombic,3.7923,4.2797,9.9405,161.333,5,58.5254,1.9472,1.2572,5.9797,622.5592,2458.8306,PBE+U,400,8x8x4,-3.1948,6.3912,186.1271,6.3832,12.8867,0,0.1543,8.2393,0.0935,53.9854,3.064,1.9742,394.66,2.8522,79.391,80.0372,80.6648,-0.1288,186.4388,-0.0517,10.1000/JPhysChemC.2024.PER00986
MAT-00987,NaNiO3,Perovskite,30,Orthorhombic,4.0952,4.3101,6.5917,116.348,5,49.258,2.4663,1.1768,5.5025,2368.9401,1365.8557,PBEsol,600,8x8x8,-7.6266,2.294,232.201,4.7934,9.8781,0,2.4523,8.901,0.1824,30.1153,2.3855,2.506,426.36,22.958,74.5647,79.2834,39.3265,-0.1432,230.1094,-0.0814,10.1000/JMaterSci.2024.PER00987
MAT-00988,EuCoO3,Perovskite,33,Orthorhombic,3.7372,3.7582,10.9027,153.13,5,64.8249,2.3863,1.5993,4.3795,1425.8638,2750.6561,SCAN,800,12x12x12,-3.957,3.5952,119.3514,5.8621,9.179,3.3588,-0.5907,20.7321,0.0205,71.6023,6.6396,3.4194,993.07,1.5484,49.3871,50.3158,87.3181,-0.1957,120.327,-0.2294,10.1000/ChemMater.2024.PER00988
MAT-00989,NdZrO3,Perovskite,133,Tetragonal,4.2793,3.85,7.6525,126.077,5,89.0458,1.8595,1.4619,5.1261,1838.1479,2150.1529,PBE,400,8x8x4,-11.4466,3.4829,278.9863,5.9392,0.5007,3.6786,0.6806,17.1754,0.0641,35.0615,6.4209,0.98,822.7,4.4786,83.6263,87.6914,126.2726,-0.1793,275.0428,-0.0835,10.1000/ChemMater.2024.PER00989
MAT-00990,LaRuO3,Perovskite,18,Orthorhombic,3.845,4.4219,10.9377,185.965,5,45.6655,2.3261,1.5603,5.6375,1610.7116,1143.918,PBEsol,700,4x4x4,-6.1127,2.0945,213.2284,6.2009,7.7874,3.0611,-0.3115,7.8701,0.0846,39.5821,2.2314,2.197,376.98,6.1647,34.3857,35.0721,84.331,-0.1823,212.2656,-0.1173,10.1000/ComputMaterSci.2024.PER00990
MAT-00991,PrCoS3,Perovskite,34,Orthorhombic,3.99,4.2237,4.1049,69.178,5,70.5612,1.6167,1.3311,4.8456,2032.5006,1900.4382,PBE+U,600,6x6x4,-2.4256,1.6897,132.8925,3.6272,2.3253,1.7078,2.49,22.8408,0.0937,5.2887,6.254,1.6114,1094.07,1.1534,51.0944,53.2728,85.1165,-0.1105,135.1526,-0.1819,10.1000/JPhysChemC.2024.PER00991
MAT-00992,BaMoSe3,Perovskite,92,Tetragonal,3.7084,3.6202,11.912,159.92,5,53.051,2.0175,1.1518,3.6879,1316.3134,1271.0931,PBEsol,600,10x10x10,-8.3269,5.2308,211.8165,5.3059,4.1825,0,1.7335,23.438,0.0476,55.2248,5.231,2.6082,1122.68,1.42,12.5313,14.0759,34.442,-0.1938,215.5407,-0.2618,10.1000/PhysRevB.2024.PER00992
MAT-00993,PbSnTe3,Perovskite,111,Tetragonal,3.9357,3.8408,7.6787,116.073,5,95.8258,2.5802,1.3105,4.1906,648.6506,2751.2033,PBE,520,8x8x8,-7.7014,0.9826,148.5285,4.4856,13.9935,1.3995,-1.2023,7.5312,0.0701,22.6302,7.6596,2.7131,360.74,27.6339,87.185,90.3463,120.7656,-0.1524,150.4238,-0.1263,10.1000/ActaMater.2024.PER00993
MAT-00994,NaMoS3,Perovskite,228,Cubic,4.0597,4.0597,4.0597,66.909,5,71.4259,2.378,1.1783,4.6546,1394.3897,1869.3497,PBEsol,500,8x8x4,-4.4251,2.4775,230.0527,4.5523,0.739,2.2987,-1.0468,8.0335,0.1961,64.8417,2.3601,3.1483,384.8,11.5831,81.8247,84.2123,148.2681,-0.1967,225.7588,-0.3009,10.1000/ActaMater.2024.PER00994
MAT-00995,CsGeTe3,Perovskite,141,Tetragonal,4.1183,4.4262,9.5803,174.634,5,93.8267,1.5184,1.48,5.5066,1149.0979,1787.7827,LDA,400,10x10x10,-11.4352,4.8882,114.9271,5.8996,2.0757,0.2357,2.1864,21.3091,0.1525,78.3716,7.1185,1.4011,1020.71,28.6441,49.8663,50.7251,56.0162,-0.1016,119.8027,-0.2263,10.1000/JAlloyComp.2024.PER00995
MAT-00996,EuTiN3,Perovskite,200,Cubic,4.0439,4.0439,4.0439,66.13,5,61.0168,2.5991,1.1576,4.7467,1548.3071,802.2795,HSE06,800,6x6x6,-7.3253,4.8538,274.8685,6.0461,2.1922,4.2325,-1.1615,17.8541,0.1487,55.9545,4.79,2.7613,855.21,5.0698,29.4056,30.667,94.9736,-0.0797,278.1825,-0.2435,10.1000/ActaMater.2024.PER00996
MAT-00997,CaNiO3,Perovskite,57,Orthorhombic,4.0612,3.8657,8.1771,128.375,5,105.8637,1.8501,1.494,3.1266,994.0588,2117.5625,PBE+U,400,6x6x4,-6.0781,5.7153,235.2002,5.9624,9.4538,0,-0.1075,10.3653,0.1615,54.2414,3.4594,1.8733,496.5,5.715,10.0259,12.3872,169.5514,-0.0777,240.1396,-0.1389,10.1000/SciData.2024.PER00997
MAT-00998,KNiTe3,Perovskite,60,Orthorhombic,3.8403,4.2096,11.422,184.65,5,84.8698,2.1262,1.4093,3.0774,809.7588,1115.4746,LDA,700,6x6x4,-10.1205,0.9259,258.6073,5.8308,13.0846,1.8604,0.6256,10.661,0.119,54.4244,6.7344,1.3115,510.66,27.1166,69.1651,72.8827,35.6442,-0.0337,258.8892,-0.2588,10.1000/JMaterSci.2024.PER00998
MAT-00999,PrCoO3,Perovskite,142,Tetragonal,3.9394,3.8637,5.2993,80.659,5,42.4261,1.8437,1.3483,5.0003,1886.697,1991.2082,PBEsol,700,10x10x10,-5.3259,4.9591,166.3097,4.4735,13.9624,0.5223,1.6815,21.5898,0.1733,36.032,7.5063,3.2339,1034.15,24.94,90.2014,94.7928,154.3443,-0.2419,166.6952,-0.1598,10.1000/JChemPhys.2024.PER00999
MAT-01000,NdMnN3,Perovskite,66,Orthorhombic,4.164,4.0456,8.5184,143.5,5,109.6896,2.0879,1.165,5.1291,1033.8458,1297.0779,HSE06,700,8x8x8,-8.8719,2.7336,270.8735,4.8965,10.4759,2.8281,0.0838,11.7771,0.1812,78.8851,2.8738,2.3804,564.12,23.9349,29.0915,33.2013,83.8875,-0.2678,266.1225,-0.3871,10.1000/ActaMater.2024.PER01000
MAT-01001,Pr2CoMoO6,Double Perovskite,8,Monoclinic,8.2976,8.3449,11.0707,766.565,10,112.7063,2.0953,1.6598,6.5728,1719.2307,2091.2938,SCAN,700,6x6x6,-10.7958,2.5043,152.8082,6.4664,10.8811,2.8688,1.5988,22.9743,0.0666,77.6303,4.3861,2.8106,1100.47,9.8872,39.6466,41.5086,82.6506,-0.2819,150.9039,-0.1475,10.1000/SciData.2024.DOU01001
MAT-01002,Ba2MnMoN6,Double Perovskite,7,Monoclinic,8.402,7.4583,7.5748,474.672,10,101.4679,2.5096,1.4649,6.9057,1301.0389,1566.2406,SCAN,500,4x4x4,-6.2288,6.097,177.3245,4.5167,2.779,3.2057,-0.9831,20.9031,0.2171,22.5409,3.928,2.3791,1001.26,4.6015,86.393,88.5455,175.4253,-0.0796,175.274,-0.1205,10.1000/PhysRevB.2024.DOU01002
MAT-01003,Ba2MnSnSe6,Double Perovskite,9,Monoclinic,8.2407,7.8358,8.6418,558.022,10,117.6399,2.4813,1.5437,4.5957,3027.6791,1985.7518,PBE,700,4x4x4,-7.6861,4.9346,111.3874,4.0808,13.1768,1.1665,-0.4789,21.3116,0.0558,60.4581,4.7105,2.5859,1020.83,29.237,14.7302,15.5609,34.2353,-0.1493,114.4155,-0.3786,10.1000/JMaterSci.2024.DOU01003
MAT-01004,Ba2CuTaSe6,Double Perovskite,198,Cubic,8.2794,8.2794,8.2794,567.54,10,90.3139,2.8239,1.3296,6.9461,2447.8254,2481.9877,PBE,600,8x8x8,-3.9659,3.4218,125.8038,4.4264,7.4359,2.2116,1.9877,18.8431,0.06,67.8948,3.7356,1.0237,902.58,4.8416,15.9547,19.37,66.3617,-0.2721,124.4605,-0.0619,10.1000/ChemMater.2024.DOU01004
MAT-01005,La2CrReS6,Double Perovskite,12,Monoclinic,8.1287,8.0807,10.7994,709.365,10,65.3127,2.7476,1.2066,3.5748,1768.2614,805.2052,SCAN,700,12x12x12,-7.9527,0.5414,200.4097,5.4313,10.7531,0.5848,2.1079,5.5559,0.2171,58.1531,4.7272,1.5068,266.13,14.0064,27.8443,31.461,146.6462,-0.2445,197.9359,-0.0486,10.1000/ChemMater.2024.DOU01005
MAT-01006,Pr2CoReSe6,Double Perovskite,15,Monoclinic,7.9717,8.1716,11.8138,769.569,10,74.4917,2.4153,1.5644,4.618,1580.8588,2314.2748,PBE+U,700,6x6x6,-7.8904,5.2903,89.8976,4.865,4.4232,0.3479,0.1812,12.2456,0.1872,70.1563,2.9094,2.7131,586.56,21.191,79.0253,81.9441,22.6457,-0.1098,91.0206,-0.1615,10.1000/ActaMater.2024.DOU01006
MAT-01007,Pr2FeReN6,Double Perovskite,6,Monoclinic,7.7813,7.537,8.3521,489.831,10,75.1344,1.8257,1.2467,3.7404,1442.6404,2496.1934,LDA,600,4x4x4,-4.7951,3.3168,125.4403,3.5885,8.4372,1.7898,-0.2837,15.1372,0.0598,41.1912,1.9523,1.6068,725.07,20.7714,30.4887,32.6327,33.1649,-0.1007,125.8297,-0.0826,10.1000/JAlloyComp.2024.DOU01007
MAT-01008,Ca2VNbO6,Double Perovskite,198,Cubic,8.0351,8.0351,8.0351,518.769,10,129.595,1.9135,1.5453,5.0131,1815.8758,2016.7528,PBEsol,600,6x6x6,-8.6988,3.5593,203.5596,4.1514,9.4935,3.3444,0.1103,7.2471,0.0249,74.3993,1.0912,1.6891,347.14,6.1184,54.4715,55.5267,152.518,-0.2348,200.4142,-0.3154,10.1000/JChemPhys.2024.DOU01008
MAT-01009,Nd2CoSbN6,Double Perovskite,141,Tetragonal,7.7976,8.2986,8.4433,546.359,10,108.7795,2.1592,1.2182,4.3402,2345.6684,1381.532,LDA,650,10x10x10,-11.5417,2.8617,214.3901,4.7463,4.1383,1.798,0.2675,15.0326,0.1545,55.2375,1.0758,2.042,720.06,22.8496,50.9541,54.2709,126.2808,-0.1652,210.1794,-0.153,10.1000/ActaMater.2024.DOU01009
MAT-01010,Bi2CuNbTe6,Double Perovskite,204,Cubic,8.0345,8.0345,8.0345,518.653,10,60.3979,1.8689,1.1368,5.4958,553.0178,2216.3577,HSE06,700,10x10x10,-9.7342,3.4708,245.36,6.1735,10.4664,3.3161,-0.305,21.1809,0.152,59.7488,7.7706,3.4933,1014.57,15.3922,24.0951,27.2309,135.8936,-0.1341,244.5805,-0.1732,10.1000/JAlloyComp.2024.DOU01010
